SoftReset kind:function(thumb,size=0x4) addr:0x200007e
func_0201018c kind:function(arm,size=0x14c) addr:0x201018c
func_020102d8 kind:function(arm,size=0x38) addr:0x20102d8
func_02010310 kind:function(arm,size=0x1c) addr:0x2010310
func_0201032c kind:function(arm,size=0x6c) addr:0x201032c
func_02010398 kind:function(arm,size=0x268) addr:0x2010398
func_02010600 kind:function(arm,size=0x24) addr:0x2010600
func_02010624 kind:function(arm,size=0x28) addr:0x2010624
func_0201064c kind:function(arm,size=0x1c) addr:0x201064c
func_02010668 kind:function(arm,size=0x38) addr:0x2010668
func_020106a0 kind:function(arm,size=0x1c) addr:0x20106a0
func_020106bc kind:function(arm,size=0x1c) addr:0x20106bc
func_020106d8 kind:function(arm,size=0x2c) addr:0x20106d8
func_02010704 kind:function(arm,size=0x68) addr:0x2010704
func_0201076c kind:function(arm,size=0x30) addr:0x201076c
func_0201079c kind:function(arm,size=0x3c) addr:0x201079c
func_020107d8 kind:function(arm,size=0x38) addr:0x20107d8
func_02010810 kind:function(arm,size=0x1c) addr:0x2010810
func_0201082c kind:function(arm,size=0x68) addr:0x201082c
func_02010894 kind:function(arm,size=0x30) addr:0x2010894
func_020108c4 kind:function(arm,size=0x30) addr:0x20108c4
func_020108f4 kind:function(arm,size=0x390) addr:0x20108f4
func_02010c84 kind:function(arm,size=0x80) addr:0x2010c84
func_02010d04 kind:function(arm,size=0x14) addr:0x2010d04
func_02010d18 kind:function(arm,size=0x80) addr:0x2010d18
func_02010d98 kind:function(arm,size=0x34) addr:0x2010d98
func_02010dcc kind:function(arm,size=0x30) addr:0x2010dcc
func_02010dfc kind:function(arm,size=0x78) addr:0x2010dfc
func_02010e74 kind:function(arm,size=0x6c) addr:0x2010e74
func_02010ee0 kind:function(arm,size=0x60) addr:0x2010ee0
func_02010f40 kind:function(arm,size=0x58) addr:0x2010f40
func_02010f98 kind:function(arm,size=0x44) addr:0x2010f98
func_02010fdc kind:function(arm,size=0x9c) addr:0x2010fdc
func_02011078 kind:function(arm,size=0x30) addr:0x2011078
func_020110a8 kind:function(arm,size=0xfc) addr:0x20110a8
func_020111a4 kind:function(arm,size=0x88) addr:0x20111a4
func_0201122c kind:function(arm,size=0x1a4) addr:0x201122c
func_020113d0 kind:function(arm,size=0x38) addr:0x20113d0
func_02011408 kind:function(arm,size=0x50) addr:0x2011408
func_02011458 kind:function(arm,size=0x40) addr:0x2011458
func_02011498 kind:function(arm,size=0x44) addr:0x2011498
func_020114dc kind:function(arm,size=0x60) addr:0x20114dc
func_0201153c kind:function(arm,size=0x38) addr:0x201153c
func_02011574 kind:function(arm,size=0x18) addr:0x2011574
func_0201158c kind:function(arm,size=0x18) addr:0x201158c
func_020115a4 kind:function(arm,size=0x18) addr:0x20115a4
func_020115bc kind:function(arm,size=0x18) addr:0x20115bc
func_020115d4 kind:function(arm,size=0x38) addr:0x20115d4
func_0201160c kind:function(arm,size=0x44) addr:0x201160c
func_02011650 kind:function(arm,size=0x50) addr:0x2011650
func_020116a0 kind:function(arm,size=0xdc) addr:0x20116a0
func_0201177c kind:function(arm,size=0xd8) addr:0x201177c
func_02011854 kind:function(arm,size=0xcc) addr:0x2011854
func_02011920 kind:function(arm,size=0x110) addr:0x2011920
func_02011a30 kind:function(arm,size=0x40) addr:0x2011a30
func_02011a70 kind:function(arm,size=0x44) addr:0x2011a70
func_02011ab4 kind:function(arm,size=0xf8) addr:0x2011ab4
func_02011bac kind:function(arm,size=0xf8) addr:0x2011bac
func_02011ca4 kind:function(arm,size=0xb8) addr:0x2011ca4
func_02011d5c kind:function(arm,size=0x1c) addr:0x2011d5c
func_02011d78 kind:function(arm,size=0x54) addr:0x2011d78
func_02011dcc kind:function(arm,size=0x94) addr:0x2011dcc
func_02011e60 kind:function(arm,size=0x84) addr:0x2011e60
func_02011ee4 kind:function(arm,size=0xa8) addr:0x2011ee4
func_02011f8c kind:function(arm,size=0x78) addr:0x2011f8c
func_02012004 kind:function(arm,size=0xf0) addr:0x2012004
func_020120f4 kind:function(arm,size=0x14) addr:0x20120f4
func_02012108 kind:function(arm,size=0xc) addr:0x2012108
func_02012114 kind:function(arm,size=0x10) addr:0x2012114
func_02012124 kind:function(arm,size=0x14) addr:0x2012124
func_02012138 kind:function(arm,size=0xc) addr:0x2012138
func_02012144 kind:function(arm,size=0x10) addr:0x2012144
func_02012154 kind:function(arm,size=0x10) addr:0x2012154
func_02012164 kind:function(arm,size=0x10) addr:0x2012164
func_02012174 kind:function(arm,size=0xc) addr:0x2012174
func_02012180 kind:function(arm,size=0x10) addr:0x2012180
func_02012190 kind:function(arm,size=0x30) addr:0x2012190
func_020121c0 kind:function(arm,size=0x60) addr:0x20121c0
func_02012220 kind:function(arm,size=0x44) addr:0x2012220
func_02012264 kind:function(arm,size=0x34) addr:0x2012264
func_02012298 kind:function(arm,size=0x60) addr:0x2012298
func_020122f8 kind:function(arm,size=0x3c) addr:0x20122f8
func_02012334 kind:function(arm,size=0x38) addr:0x2012334
func_0201236c kind:function(arm,size=0x30) addr:0x201236c
func_0201239c kind:function(arm,size=0xc) addr:0x201239c
func_020123a8 kind:function(arm,size=0x34) addr:0x20123a8
func_020123dc kind:function(arm,size=0x34) addr:0x20123dc
func_02012410 kind:function(arm,size=0x34) addr:0x2012410
func_02012444 kind:function(arm,size=0x34) addr:0x2012444
func_02012478 kind:function(arm,size=0x44) addr:0x2012478
func_020124bc kind:function(arm,size=0x9c) addr:0x20124bc
func_02012558 kind:function(arm,size=0x2c) addr:0x2012558
func_02012584 kind:function(arm,size=0x34) addr:0x2012584
func_020125b8 kind:function(arm,size=0x64) addr:0x20125b8
func_0201261c kind:function(arm,size=0x64) addr:0x201261c
func_02012680 kind:function(arm,size=0x38) addr:0x2012680
func_020126b8 kind:function(arm,size=0x4c) addr:0x20126b8
func_02012704 kind:function(arm,size=0x44) addr:0x2012704
func_02012748 kind:function(arm,size=0x40) addr:0x2012748
func_02012788 kind:function(arm,size=0x10) addr:0x2012788
func_02012798 kind:function(arm,size=0x2c) addr:0x2012798
func_020127c4 kind:function(arm,size=0x4c) addr:0x20127c4
func_02012810 kind:function(arm,size=0x40) addr:0x2012810
func_02012850 kind:function(arm,size=0x40) addr:0x2012850
func_02012890 kind:function(arm,size=0x50) addr:0x2012890
func_020128e0 kind:function(arm,size=0x50) addr:0x20128e0
func_02012930 kind:function(arm,size=0x50) addr:0x2012930
func_02012980 kind:function(arm,size=0x38) addr:0x2012980
func_020129b8 kind:function(arm,size=0x2c) addr:0x20129b8
func_020129e4 kind:function(arm,size=0x40) addr:0x20129e4
func_02012a24 kind:function(arm,size=0x90) addr:0x2012a24
func_02012ab4 kind:function(arm,size=0x68) addr:0x2012ab4
func_02012b1c kind:function(arm,size=0x48) addr:0x2012b1c
func_02012b64 kind:function(arm,size=0x28) addr:0x2012b64
func_02012b8c kind:function(arm,size=0x30) addr:0x2012b8c
func_02012bbc kind:function(arm,size=0x2c) addr:0x2012bbc
func_02012be8 kind:function(arm,size=0x2c) addr:0x2012be8
func_02012c14 kind:function(arm,size=0x5c) addr:0x2012c14
func_02012c70 kind:function(arm,size=0x14) addr:0x2012c70
func_02012c84 kind:function(arm,size=0x18) addr:0x2012c84
func_02012c9c kind:function(arm,size=0x28) addr:0x2012c9c
func_02012cc4 kind:function(arm,size=0x18) addr:0x2012cc4
func_02012cdc kind:function(arm,size=0x3c) addr:0x2012cdc
func_02012d18 kind:function(arm,size=0x18) addr:0x2012d18
func_02012d30 kind:function(arm,size=0x4c) addr:0x2012d30
func_02012d7c kind:function(arm,size=0x18) addr:0x2012d7c
func_02012d94 kind:function(arm,size=0x7c) addr:0x2012d94
func_02012e10 kind:function(arm,size=0x54) addr:0x2012e10
func_02012e64 kind:function(arm,size=0x18) addr:0x2012e64
func_02012e7c kind:function(arm,size=0x3c) addr:0x2012e7c
func_02012eb8 kind:function(arm,size=0x18) addr:0x2012eb8
func_02012ed0 kind:function(arm,size=0x18) addr:0x2012ed0
func_02012ee8 kind:function(arm,size=0xbc) addr:0x2012ee8
func_02012fa4 kind:function(arm,size=0x70) addr:0x2012fa4
func_02013014 kind:function(arm,size=0x98) addr:0x2013014
func_020130ac kind:function(arm,size=0x2c) addr:0x20130ac
func_020130d8 kind:function(arm,size=0x24) addr:0x20130d8
func_020130fc kind:function(arm,size=0x2c) addr:0x20130fc
func_02013128 kind:function(arm,size=0x24) addr:0x2013128
func_0201314c kind:function(arm,size=0x14) addr:0x201314c
func_02013160 kind:function(arm,size=0x4) addr:0x2013160
func_02013164 kind:function(arm,size=0x14) addr:0x2013164
func_02013178 kind:function(arm,size=0x208) addr:0x2013178
func_02013380 kind:function(arm,size=0x1b0) addr:0x2013380
func_02013530 kind:function(arm,size=0x24) addr:0x2013530
func_02013554 kind:function(arm,size=0x20) addr:0x2013554
func_02013574 kind:function(arm,size=0x14) addr:0x2013574
func_02013588 kind:function(arm,size=0x30) addr:0x2013588
func_020135b8 kind:function(arm,size=0x14) addr:0x20135b8
func_020135cc kind:function(arm,size=0x1c) addr:0x20135cc
func_020135e8 kind:function(arm,size=0x4c) addr:0x20135e8
func_02013634 kind:function(arm,size=0x24) addr:0x2013634
func_02013658 kind:function(arm,size=0x40) addr:0x2013658
func_02013698 kind:function(arm,size=0x24) addr:0x2013698
func_020136bc kind:function(arm,size=0x44) addr:0x20136bc
func_02013700 kind:function(arm,size=0x110) addr:0x2013700
func_02013810 kind:function(arm,size=0x58) addr:0x2013810
func_02013868 kind:function(arm,size=0xc) addr:0x2013868
func_02013874 kind:function(arm,size=0x5c) addr:0x2013874
func_020138d0 kind:function(arm,size=0xc) addr:0x20138d0
func_020138dc kind:function(arm,size=0x1c) addr:0x20138dc
func_020138f8 kind:function(arm,size=0x1c) addr:0x20138f8
func_02013914 kind:function(arm,size=0x1c) addr:0x2013914
func_02013930 kind:function(arm,size=0x1c) addr:0x2013930
func_0201394c kind:function(arm,size=0x1c) addr:0x201394c
func_02013968 kind:function(arm,size=0x3c) addr:0x2013968
func_020139a4 kind:function(arm,size=0x40) addr:0x20139a4
func_020139e4 kind:function(arm,size=0x10) addr:0x20139e4
func_020139f4 kind:function(arm,size=0x10) addr:0x20139f4
func_02013a04 kind:function(arm,size=0x7c) addr:0x2013a04
func_02013a80 kind:function(arm,size=0x14) addr:0x2013a80
func_02013a94 kind:function(arm,size=0x38) addr:0x2013a94
func_02013acc kind:function(arm,size=0x40) addr:0x2013acc
func_02013b0c kind:function(arm,size=0x7c) addr:0x2013b0c
func_02013b88 kind:function(arm,size=0x14) addr:0x2013b88
func_02013b9c kind:function(arm,size=0x20) addr:0x2013b9c
func_02013bbc kind:function(arm,size=0x20) addr:0x2013bbc
func_02013bdc kind:function(arm,size=0x158) addr:0x2013bdc
func_02013d34 kind:function(arm,size=0x40) addr:0x2013d34
func_02013d74 kind:function(arm,size=0x7c) addr:0x2013d74
func_02013df0 kind:function(arm,size=0xc0) addr:0x2013df0
func_02013eb0 kind:function(arm,size=0x40) addr:0x2013eb0
func_02013ef0 kind:function(arm,size=0x7c) addr:0x2013ef0
func_02013f6c kind:function(arm,size=0x14) addr:0x2013f6c
func_02013f80 kind:function(arm,size=0x3c) addr:0x2013f80
func_02013fbc kind:function(arm,size=0x40) addr:0x2013fbc
func_02013ffc kind:function(arm,size=0x38) addr:0x2013ffc
func_02014034 kind:function(arm,size=0x1c) addr:0x2014034
func_02014050 kind:function(arm,size=0x24) addr:0x2014050
func_02014074 kind:function(arm,size=0xc) addr:0x2014074
func_02014080 kind:function(arm,size=0x1c) addr:0x2014080
func_0201409c kind:function(arm,size=0x18) addr:0x201409c
func_020140b4 kind:function(arm,size=0x10) addr:0x20140b4
func_020140c4 kind:function(arm,size=0x24) addr:0x20140c4
func_020140e8 kind:function(arm,size=0x14) addr:0x20140e8
func_020140fc kind:function(arm,size=0x30) addr:0x20140fc
func_0201412c kind:function(arm,size=0x8c) addr:0x201412c
func_020141b8 kind:function(arm,size=0x70) addr:0x20141b8
func_02014228 kind:function(arm,size=0x28) addr:0x2014228
func_02014250 kind:function(arm,size=0x24) addr:0x2014250
func_02014274 kind:function(arm,size=0x70) addr:0x2014274
func_020142e4 kind:function(arm,size=0x14) addr:0x20142e4
func_020142f8 kind:function(arm,size=0x4) addr:0x20142f8
func_020142fc kind:function(arm,size=0x4) addr:0x20142fc
func_02014300 kind:function(arm,size=0x14) addr:0x2014300
func_02014314 kind:function(arm,size=0x4) addr:0x2014314
func_02014318 kind:function(arm,size=0x14) addr:0x2014318
func_0201432c kind:function(arm,size=0x4) addr:0x201432c
func_02014330 kind:function(arm,size=0x14) addr:0x2014330
func_02014344 kind:function(arm,size=0x4) addr:0x2014344
func_02014348 kind:function(arm,size=0x14) addr:0x2014348
func_0201435c kind:function(arm,size=0x18) addr:0x201435c
func_02014374 kind:function(arm,size=0x28) addr:0x2014374
func_0201439c kind:function(arm,size=0x80) addr:0x201439c
func_0201441c kind:function(arm,size=0x150) addr:0x201441c
func_0201456c kind:function(arm,size=0x134) addr:0x201456c
func_020146a0 kind:function(arm,size=0x24) addr:0x20146a0
func_020146c4 kind:function(arm,size=0x64) addr:0x20146c4
func_02014728 kind:function(arm,size=0x30) addr:0x2014728
func_02014758 kind:function(arm,size=0x10) addr:0x2014758
func_02014768 kind:function(arm,size=0x30) addr:0x2014768
func_02014798 kind:function(arm,size=0x28) addr:0x2014798
func_020147c0 kind:function(arm,size=0x14) addr:0x20147c0
func_020147d4 kind:function(arm,size=0x60) addr:0x20147d4
func_02014834 kind:function(arm,size=0x29c) addr:0x2014834
func_02014ad0 kind:function(arm,size=0x24) addr:0x2014ad0
func_02014af4 kind:function(arm,size=0x2c) addr:0x2014af4
func_02014b20 kind:function(arm,size=0x2f0) addr:0x2014b20
func_02014e10 kind:function(arm,size=0x64) addr:0x2014e10
func_02014e74 kind:function(arm,size=0x8) addr:0x2014e74
func_02014e7c kind:function(arm,size=0x8) addr:0x2014e7c
func_02014e84 kind:function(arm,size=0x8) addr:0x2014e84
func_02014e8c kind:function(arm,size=0x8) addr:0x2014e8c
func_02014e94 kind:function(arm,size=0x4) addr:0x2014e94
func_02014e98 kind:function(arm,size=0x4) addr:0x2014e98
func_02014e9c kind:function(arm,size=0x14) addr:0x2014e9c
func_02014eb0 kind:function(arm,size=0x4) addr:0x2014eb0
func_02014eb4 kind:function(arm,size=0x14) addr:0x2014eb4
func_02014ec8 kind:function(arm,size=0x18) addr:0x2014ec8
func_02014ee0 kind:function(arm,size=0x4) addr:0x2014ee0
func_02014ee4 kind:function(arm,size=0x14) addr:0x2014ee4
func_02014ef8 kind:function(arm,size=0x18) addr:0x2014ef8
func_02014f10 kind:function(arm,size=0x4) addr:0x2014f10
func_02014f14 kind:function(arm,size=0x14) addr:0x2014f14
func_02014f28 kind:function(arm,size=0x18) addr:0x2014f28
func_02014f40 kind:function(arm,size=0x4) addr:0x2014f40
func_02014f44 kind:function(arm,size=0x14) addr:0x2014f44
func_02014f58 kind:function(arm,size=0x18) addr:0x2014f58
func_02014f70 kind:function(arm,size=0x8) addr:0x2014f70
func_02014f78 kind:function(arm,size=0x14) addr:0x2014f78
func_02014f8c kind:function(arm,size=0x18) addr:0x2014f8c
func_02014fa4 kind:function(arm,size=0x8) addr:0x2014fa4
func_02014fac kind:function(arm,size=0x14) addr:0x2014fac
func_02014fc0 kind:function(arm,size=0x18) addr:0x2014fc0
func_02014fd8 kind:function(arm,size=0x8) addr:0x2014fd8
func_02014fe0 kind:function(arm,size=0x14) addr:0x2014fe0
func_02014ff4 kind:function(arm,size=0x18) addr:0x2014ff4
func_0201500c kind:function(arm,size=0x8) addr:0x201500c
func_02015014 kind:function(arm,size=0x14) addr:0x2015014
func_02015028 kind:function(arm,size=0x18) addr:0x2015028
func_02015040 kind:function(arm,size=0x8) addr:0x2015040
func_02015048 kind:function(arm,size=0x14) addr:0x2015048
func_0201505c kind:function(arm,size=0x18) addr:0x201505c
func_02015074 kind:function(arm,size=0x8) addr:0x2015074
func_0201507c kind:function(arm,size=0x14) addr:0x201507c
func_02015090 kind:function(arm,size=0x18) addr:0x2015090
func_020150a8 kind:function(arm,size=0x14) addr:0x20150a8
func_020150bc kind:function(arm,size=0x8) addr:0x20150bc
func_020150c4 kind:function(arm,size=0x18) addr:0x20150c4
func_020150dc kind:function(arm,size=0x8) addr:0x20150dc
func_020150e4 kind:function(arm,size=0x14) addr:0x20150e4
func_020150f8 kind:function(arm,size=0x8) addr:0x20150f8
func_02015100 kind:function(arm,size=0x14) addr:0x2015100
func_02015114 kind:function(arm,size=0x8) addr:0x2015114
func_0201511c kind:function(arm,size=0x14) addr:0x201511c
func_02015130 kind:function(arm,size=0x8) addr:0x2015130
func_02015138 kind:function(arm,size=0x4) addr:0x2015138
func_0201513c kind:function(arm,size=0x8) addr:0x201513c
func_02015144 kind:function(arm,size=0x8) addr:0x2015144
func_0201514c kind:function(arm,size=0x14) addr:0x201514c
func_02015160 kind:function(arm,size=0x8) addr:0x2015160
func_02015168 kind:function(arm,size=0x14) addr:0x2015168
func_0201517c kind:function(arm,size=0x8) addr:0x201517c
func_02015184 kind:function(arm,size=0x8) addr:0x2015184
func_0201518c kind:function(arm,size=0x14) addr:0x201518c
func_020151a0 kind:function(arm,size=0x18) addr:0x20151a0
func_020151b8 kind:function(arm,size=0x18) addr:0x20151b8
func_020151d0 kind:function(arm,size=0x8) addr:0x20151d0
func_020151d8 kind:function(arm,size=0x8) addr:0x20151d8
func_020151e0 kind:function(arm,size=0x14) addr:0x20151e0
func_020151f4 kind:function(arm,size=0x18) addr:0x20151f4
func_0201520c kind:function(arm,size=0x4) addr:0x201520c
func_02015210 kind:function(arm,size=0x4) addr:0x2015210
func_02015214 kind:function(arm,size=0x4) addr:0x2015214
func_02015218 kind:function(arm,size=0x8) addr:0x2015218
func_02015220 kind:function(arm,size=0x8) addr:0x2015220
func_02015228 kind:function(arm,size=0x8) addr:0x2015228
func_02015230 kind:function(arm,size=0x8) addr:0x2015230
func_02015238 kind:function(arm,size=0x8) addr:0x2015238
func_02015240 kind:function(arm,size=0x8) addr:0x2015240
func_02015248 kind:function(arm,size=0x8) addr:0x2015248
func_02015250 kind:function(arm,size=0x18) addr:0x2015250
func_02015268 kind:function(arm,size=0x8) addr:0x2015268
func_02015270 kind:function(arm,size=0x18) addr:0x2015270
func_02015288 kind:function(arm,size=0x8) addr:0x2015288
func_02015290 kind:function(arm,size=0x18) addr:0x2015290
func_020152a8 kind:function(arm,size=0x8) addr:0x20152a8
func_020152b0 kind:function(arm,size=0x18) addr:0x20152b0
func_020152c8 kind:function(arm,size=0x8) addr:0x20152c8
func_020152d0 kind:function(arm,size=0x18) addr:0x20152d0
func_020152e8 kind:function(arm,size=0x8) addr:0x20152e8
func_020152f0 kind:function(arm,size=0x18) addr:0x20152f0
func_02015308 kind:function(arm,size=0x8) addr:0x2015308
func_02015310 kind:function(arm,size=0x18) addr:0x2015310
func_02015328 kind:function(arm,size=0x18) addr:0x2015328
func_02015340 kind:function(arm,size=0x8) addr:0x2015340
func_02015348 kind:function(arm,size=0x18) addr:0x2015348
func_02015360 kind:function(arm,size=0x8) addr:0x2015360
func_02015368 kind:function(arm,size=0x4) addr:0x2015368
func_0201536c kind:function(arm,size=0x58) addr:0x201536c
func_020153c4 kind:function(arm,size=0x8) addr:0x20153c4
func_020153cc kind:function(arm,size=0x130) addr:0x20153cc
func_020154fc kind:function(arm,size=0x4) addr:0x20154fc
func_02015500 kind:function(arm,size=0x6c) addr:0x2015500
func_0201556c kind:function(arm,size=0x64) addr:0x201556c
func_020155d0 kind:function(arm,size=0x58) addr:0x20155d0
func_02015628 kind:function(arm,size=0x7c) addr:0x2015628
func_020156a4 kind:function(arm,size=0x4) addr:0x20156a4
func_020156a8 kind:function(arm,size=0x4) addr:0x20156a8
func_020156ac kind:function(arm,size=0x4) addr:0x20156ac
